id,title,year,source,doi,db,se_area,se_task,cv_technique,platform,rationale,artifact_type,eval_method,challenges,reason
1606,Exploring the Black-Box: Testing Image Synthesis Systems through Metamorphic Exploration,2025,"2025 IEEE 49th Annual Computers, Software, and Applications Conference (COMPSAC)",10.1109/COMPSAC65507.2025.00317,IEEE Xplore,Testing,Image synthesis system testing,Deep Learning / Neural Network; Other: Metamorphic testing,General,Context-driven; Ease of use,Full-interface,Accuracy metrics,Requires large labeled training data; State explosion and incomplete GUI coverage,Testing image synthesis systems via metamorphic exploration (COMPSAC)
2778,GUIPilot: A Consistency-Based Mobile GUI Testing Approach for Detecting Application-Specific Bugs,2025,Proc. ACM Softw. Eng.,10.1145/3728909,ACM DL,Testing,Mobile GUI consistency testing,Deep Learning / Neural Network; Image Differencing,Mobile,Context-driven,Full-interface,Accuracy metrics,"Requires large labeled training data; Distinguishing meaningful visual changes from cosmetic ones; Dynamic content (ads, animations) causes false positives",GUIPilot: consistency-based mobile GUI testing (PACMSE)
2464,GUing: A Mobile GUI Search Engine using a Vision-Language Model,2025,ACM Trans. Softw. Eng. Methodol.,10.1145/3702993,ACM DL,Design,Mobile GUI search engine,Deep Learning / Neural Network,Mobile,Context-driven,Full-interface,Accuracy metrics,Device fragmentation across manufacturers and OS versions,GUing: mobile GUI search engine using VLM (TOSEM)
1190,Harnessing LLMs for Document-Guided Fuzzing of OpenCV Library,2025,2025 IEEE International Conference on Software Maintenance and Evolution (ICSME),10.1109/ICSME64153.2025.00017,IEEE Xplore,Testing,LLM-assisted fuzzing of CV library,Deep Learning / Neural Network,General,Context-driven,Full-interface,Accuracy metrics,Scalability to large and diverse application corpora; Limited ground truth data for evaluation,LLM-guided fuzzing of OpenCV library (ICSME)
2383,LLM Code Customization with Visual Results: A Benchmark on TikZ,2025,Proceedings of the 29th International Conference on Evaluation and Assessment in Software Engineering,10.1145/3756681.3757003,ACM DL,Development,LLM code customization benchmark,Deep Learning / Neural Network,General,Context-driven,Full-interface,Accuracy metrics,Scalability to large and diverse application corpora; Limited ground truth data for evaluation,LLM code customization with visual results: TikZ benchmark (EASE)
2290,MLLM-Based UI2Code Automation Guided by UI Layout Information,2025,Proc. ACM Softw. Eng.,10.1145/3728925,ACM DL,Development,UI-to-code automation,Deep Learning / Neural Network,General,Context-driven,Full-interface,Accuracy metrics,Handling complex layout hierarchies and custom widgets; Generated code quality and maintainability,MLLM-based UI2Code automation with layout info (PACMSE)
285,Method and Algorithm for Web Content Analysis Based on Computer Vision for Contrast Evaluation,2025,"Proceedings - International Conference on Advanced Computer Information Technologies, ACIT",10.1109/ACIT65614.2025.11185908,Scopus,Testing,Web content contrast evaluation,Color / Spatial Transformation; Other: Contrast analysis,Web,Context-driven,Full-interface,Accuracy metrics,Dynamic web content and cross-browser rendering differences,Web content contrast evaluation using CV for accessibility
394,Model-based GUI automation,2025,Software and Systems Modeling,10.1007/s10270-025-01319-9,Scopus,Testing,Model-based GUI automation,Deep Learning / Neural Network; Template Matching / Feature Matching,General,Context-driven,Full-interface,Accuracy metrics,"Sensitivity to resolution, scale, and visual changes; High false positive rate with similar-looking widgets",Model-based GUI automation (SoSyM)
1786,SeeAction: Towards Reverse Engineering How-What-Where of HCI Actions from Screencasts for UI Automation,2025,2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),10.1109/ICSE55347.2025.00144,IEEE Xplore,Maintenance,HCI action reverse engineering from screenshots,Deep Learning / Neural Network,General,Context-driven,Full-interface,Accuracy metrics,Scalability to large and diverse application corpora; Limited ground truth data for evaluation,SeeAction: reverse engineering HCI actions from screencasts (ICSE)
474,Seeing is Believing: Vision-Driven Non-Crash Functional Bug Detection for Mobile Apps,2025,IEEE Transactions on Software Engineering,10.1109/TSE.2025.3614469,Scopus,Testing,Non-crash functional bug detection,Deep Learning / Neural Network,Mobile,Context-driven,Full-interface,Accuracy metrics,Device fragmentation across manufacturers and OS versions,Seeing is Believing: vision-driven non-crash bug detection (TSE)
441,Software vulnerability detection under poisoning attacks using CNN-based image processing,2025,International Journal of Information Security,10.1007/s10207-025-00989-2,Scopus,Testing,Vulnerability detection via CNN image processing,Deep Learning / Neural Network,General,Context-driven,Full-interface,Accuracy metrics,Scalability to large and diverse application corpora; Limited ground truth data for evaluation,Software vulnerability detection via CNN-based image processing
2782,Test Script Intention Generation for Mobile Application via GUI Image and Code Understanding,2025,ACM Trans. Softw. Eng. Methodol.,10.1145/3722105,ACM DL,Testing,Test script intention generation,Deep Learning / Neural Network; OCR,Mobile,Context-driven,Full-interface,Accuracy metrics,"Requires large labeled training data; Low accuracy on stylized fonts, icons with embedded text; Language and locale variability",Test script intention generation via GUI image+code understanding (TOSEM)
2225,TestFlow: Advancing Mobile UI Testing through Multi-Step Reinforcement Learning,2025,Proceedings of the 34th ACM SIGSOFT International Symposium on Software Testing and Analysis,10.1145/3713081.3732930,ACM DL,Testing,Mobile UI testing via reinforcement learning,Deep Learning / Neural Network,Mobile,Context-driven,Full-interface,Accuracy metrics,Requires large labeled training data; Device and OS fragmentation,TestFlow: mobile UI testing through multi-step RL (ISSTA)
2491,Towards LLM-Based Automatic Playtest,2025,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,10.1145/3696630.3728700,ACM DL,Testing,LLM-based automated playtesting,Deep Learning / Neural Network,General,Context-driven,Full-interface,Accuracy metrics,Requires large labeled training data,Towards LLM-based automatic playtest (FSE)
1277,Validating Android Interfaces with Faster R-CNN: Enhancements in Software Quality Assurance,2025,2025 12th International Conference on Soft Computing & Machine Intelligence (ISCMI),10.1109/ISCMI67495.2025.11358621,IEEE Xplore,Testing,Android interface validation,Deep Learning / Neural Network,Mobile,Context-driven,Full-interface,Accuracy metrics,Device fragmentation across manufacturers and OS versions,Validating Android interfaces with Faster R-CNN
143,ViT-DtC: vision transformer-based design-to-code framework for code generation from generated UI designs and hand-drawn sketches,2025,Neural Computing and Applications,10.1007/s00521-025-11565-z,Scopus,Development,Design-to-code generation via ViT,Deep Learning / Neural Network,General,Context-driven,Natural input,Accuracy metrics,Handling complex layout hierarchies and custom widgets; Generated code quality and maintainability,ViT-DtC: vision transformer design-to-code from UI designs+sketches
2805,Vision-Based Mobile App GUI Testing: A Survey,2025,ACM Comput. Surv.,10.1145/3773027,ACM DL,Other,Survey of vision-based mobile GUI testing,Other: Survey,Mobile,Context-driven,Full-interface,Accuracy metrics,Device fragmentation across manufacturers and OS versions,Vision-based mobile app GUI testing: a survey (ACM Comput. Surv.)
144,cvrip: A Visual GUI Ripping Framework,2025,Journal of Software: Evolution and Process,10.1002/smr.70009,Scopus,Testing,Visual GUI ripping,Color / Spatial Transformation; Deep Learning / Neural Network,General,Context-driven,Full-interface,Accuracy metrics,Scalability to large and diverse application corpora; Limited ground truth data for evaluation,cvrip: visual GUI ripping framework (JSE&P)
251,BinSight: Enhancing Executable Binary Classification Accuracy Through Kernel Density Estimation-Based Visualization,2026,IEEE Access,10.1109/ACCESS.2026.3661919,Scopus,Other,Binary classification via visualization,Other: KDE visualization + ML,General,Context-driven,Full-interface,Accuracy metrics,Scalability to large and diverse application corpora; Limited ground truth data for evaluation,BinSight: binary classification via KDE visualization
2288,Judge: Effective State Abstraction for Guiding Automated Web GUI Testing,2026,ACM Trans. Softw. Eng. Methodol.,10.1145/3736162,ACM DL,Testing,Automated web GUI testing,Deep Learning / Neural Network,Web,Context-driven,Full-interface,Accuracy metrics,Requires large labeled training data; Dynamic web content and cross-browser rendering differences,Judge: state abstraction for web GUI testing (TOSEM)
103,MT4Image: An efficient metamorphic testing approach for image processing applications,2026,Information and Software Technology,10.1016/j.infsof.2025.107909,Scopus,Testing,Metamorphic testing of image processing apps,Other: Metamorphic testing,General,Context-driven,Full-interface,Accuracy metrics,Scalability to large and diverse application corpora; Limited ground truth data for evaluation,MT4Image: metamorphic testing for image processing apps (IST)
475,Multimodal fusion with vision-language-action models for robotic manipulation: A systematic review,2026,Information Fusion,10.1016/j.inffus.2025.104062,Scopus,Other,Robotic manipulation via VLM,Deep Learning / Neural Network,General,Context-driven,Full-interface,Accuracy metrics,Scalability to large and diverse application corpora; Limited ground truth data for evaluation,Multimodal fusion VLMs for robotic manipulation SE review
23,VLM-Fuzz: Vision language model assisted recursive depth-first search exploration for effective GUI testing of android apps,2026,Empirical Software Engineering,10.1007/s10664-026-10816-4,Scopus,Testing,VLM-assisted fuzz testing,Deep Learning / Neural Network,Mobile,Context-driven,Full-interface,Accuracy metrics,Requires large labeled training data; State explosion and incomplete GUI coverage; Device and OS fragmentation,VLM-Fuzz: VLM-assisted GUI testing for Android apps (ESE)
S001,Unblind Your Apps: Predicting Natural-Language Labels for Mobile GUI Components by Deep Learning,2020,International Conference on Software Engineering,10.1145/3377811.3380327,Snowball,Testing,Mobile GUI component labeling,Deep Learning / Neural Network,Mobile,Context-driven; Ease of use,Full-interface,Accuracy metrics,Device fragmentation across manufacturers and OS versions,Snowball from 772; 636; 2794; 1779; 989; 2649; 2610; 2
S002,Screen Recognition: Creating Accessibility Metadata for Mobile Applications from Pixels,2021,International Conference on Human Factors in Computing Systems,10.1145/3411764.3445186,Snowball,Testing,Accessibility metadata from pixels,Deep Learning / Neural Network,Mobile,Context-driven,Full-interface,Accuracy metrics,Diverse accessibility needs across user populations; False negatives for non-obvious accessibility violations; Device and OS fragmentation,Snowball from 2610; 2892; 2552; 2685; 2365; 2290; 2782
S003,UI Test Migration Across Mobile Platforms,2021,International Conference on Automated Software Engineering,10.1109/ase51524.2021.9678643,Snowball,Testing,UI test migration across platforms,Deep Learning / Neural Network; Template Matching / Feature Matching,Mobile,Ease of use; Robustness,Full-interface,Accuracy metrics,"Requires large labeled training data; Generalization across platforms and screen resolutions; Sensitivity to resolution, scale, and visual changes",Snowball from 2926; 2892; 2552; 477; 2719; 2778; 2805
S004,Guided Bug Crush: Assist Manual GUI Testing of Android Apps via Hint Moves,2022,International Conference on Human Factors in Computing Systems,10.1145/3491102.3501903,Snowball,Testing,Visual hint-based bug crush for Android,Deep Learning / Neural Network,Mobile,Context-driven,Full-interface,Accuracy metrics,Requires large labeled training data; Device and OS fragmentation,Snowball from 2926; 2892; 2552; 2443; 2782; 2805
S006,Deep GUI: Black-box GUI Input Generation with Deep Learning,2021,International Conference on Automated Software Engineering,10.1109/ase51524.2021.9678778,Snowball,Testing,Black-box GUI input generation,Deep Learning / Neural Network,General,Context-driven; Ease of use,Full-interface,Accuracy metrics,Scalability to large and diverse application corpora; Limited ground truth data for evaluation,Snowball from 2926; 477; 299; 2805; 23
S007,GUIGAN: Learning to Generate GUI Designs Using Generative Adversarial Networks,2021,International Conference on Software Engineering,10.1109/icse43902.2021.00074,Snowball,Design,GAN-based GUI design generation,Deep Learning / Neural Network,General,Context-driven,Full-interface,Accuracy metrics,Scalability to large and diverse application corpora; Limited ground truth data for evaluation,Snowball from 989; 2649; 299; 1550; 2805
S008,Fill in the Blank: Context-aware Automated Text Input Generation for Mobile GUI Testing,2022,International Conference on Software Engineering,10.1109/icse48619.2023.00119,Snowball,Testing,Context-aware text input for GUI testing,Deep Learning / Neural Network,Mobile,Context-driven,Full-interface,Accuracy metrics,Requires large labeled training data; Device and OS fragmentation,Snowball from 2552; 2788; 2778; 2805
S009,Don’t Do That! Hunting Down Visual Design Smells in Complex UIs Against Design Guidelines,2021,International Conference on Software Engineering,10.1109/icse43902.2021.00075,Snowball,Design,Visual design smell detection,Deep Learning / Neural Network,General,Context-driven,Full-interface,Accuracy metrics,Subjectivity in design quality assessment,Snowball from 989; 2892; 2502; 2778
S010,Auto-Icon: An Automated Code Generation Tool for Icon Designs Assisting in UI Development,2021,International Conference on Intelligent User Interfaces,10.1145/3397481.3450671,Snowball,Development,Icon-to-code generation,Deep Learning / Neural Network,General,Context-driven,Localized,Accuracy metrics,Handling complex layout hierarchies and custom widgets; Generated code quality and maintainability,Snowball from 2649; 2610; 2892; 2552
S011,An empirical study of GUI widget detection for industrial mobile games,2021,ESEC/SIGSOFT FSE,10.1145/3468264.3473935,Snowball,Testing,GUI widget detection for mobile games,Deep Learning / Neural Network,Mobile; Game,Context-driven,Localized,Industrial evaluation,Device fragmentation across manufacturers and OS versions; High visual complexity and dynamic game states,Snowball from 2746; 2778; 1786; 2805
S013,Semantic GUI Scene Learning and Video Alignment for Detecting Duplicate Video-based Bug Reports,2024,International Conference on Software Engineering,10.1145/3597503.3639163,Snowball,Testing,Duplicate video bug report detection,Deep Learning / Neural Network; Other: Video analysis,General,Context-driven,Temporal,Accuracy metrics,Ambiguous or incomplete visual context in bug recordings; Mapping recorded actions to current GUI state; Distinguishing near-duplicate from genuinely different reports,Snowball from 2502; 2778; 1786
S014,On Using GUI Interaction Data to Improve Text Retrieval-Based Bug Localization,2023,International Conference on Software Engineering,10.1145/3597503.3608139,Snowball,Testing,GUI screenshot-based bug localization,Deep Learning / Neural Network,General,Context-driven,Localized; Full-interface,Accuracy metrics,Scalability to large and diverse application corpora; Limited ground truth data for evaluation,Snowball from 2502; 2778; 2805
S015,Make LLM a Testing Expert: Bringing Human-Like Interaction to Mobile GUI Testing via Functionality-Aware Decisions,2023,International Conference on Software Engineering,10.1145/3597503.3639180,Snowball,Testing,LLM + GUI screenshot mobile testing,Deep Learning / Neural Network,Mobile,Context-driven,Full-interface,Accuracy metrics,Requires large labeled training data; Device and OS fragmentation,Snowball from 2778; 2805; 23
S016,Towards Complete Icon Labeling in Mobile Applications,2022,International Conference on Human Factors in Computing Systems,10.1145/3491102.3502073,Snowball,Testing,Icon labeling in mobile apps,Deep Learning / Neural Network,Mobile,Context-driven,Localized,Accuracy metrics,Device fragmentation across manufacturers and OS versions,Snowball from 2610; 2502; 2805
S020,Widget Captioning: Generating Natural Language Description for Mobile User Interface Elements,2020,Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2020.emnlp-main.443,Snowball,Development,Widget captioning from screenshots,Deep Learning / Neural Network,Mobile,Context-driven; Ease of use,Localized; Full-interface,Accuracy metrics,Device fragmentation across manufacturers and OS versions,Snowball from 2552; 2464; 1786
S021,Unlocking the conversion of Web Screenshots into HTML Code with the WebSight Dataset,2024,arXiv.org,10.48550/arxiv.2403.09029,Snowball,Development,Screenshot-to-HTML code generation,Deep Learning / Neural Network,Web,Context-driven,Full-interface,Accuracy metrics,Fragility to GUI evolution and app updates; Handling complex layout hierarchies and custom widgets; Generated code quality and maintainability,Snowball from 2523; 2290
S022,Comprehensive Semantic Repair of Obsolete GUI Test Scripts for Mobile Applications,2024,International Conference on Software Engineering,10.1145/3597503.3639108,Snowball,Testing,GUI test script semantic repair,Deep Learning / Neural Network; Template Matching / Feature Matching,Mobile,Context-driven; Robustness,Full-interface,Accuracy metrics,"Requires large labeled training data; Sensitivity to resolution, scale, and visual changes; High false positive rate with similar-looking widgets",Snowball from 2778; 2805
S023,Automated Mapping of Adaptive App GUIs from Phones to TVs,2023,ACM Transactions on Software Engineering and Methodology,10.1145/3631968,Snowball,Maintenance,GUI mapping phone-to-TV,Deep Learning / Neural Network,Mobile,Context-driven,Full-interface,Accuracy metrics,Device fragmentation across manufacturers and OS versions,Snowball from 2788; 2805
S025,Web pages from mockup design based on convolutional neural network and class activation mapping,2023,Multimedia tools and applications,10.1007/s11042-023-15108-3,Snowball,Development,CNN mockup-to-webpage generation,Deep Learning / Neural Network,Web,Context-driven,Full-interface,Accuracy metrics,Dynamic web content and cross-browser rendering differences,Snowball from 2523; 2290
S028,Learning to Denoise Raw Mobile UI Layouts for Improving Datasets at Scale,2022,International Conference on Human Factors in Computing Systems,10.1145/3491102.3502042,Snowball,Maintenance,UI layout denoising,Deep Learning / Neural Network,Mobile,Context-driven,Full-interface,Accuracy metrics,Device fragmentation across manufacturers and OS versions,Snowball from 2892; 2685
S029,An Empirical Investigation into the Use of Image Captioning for Automated Software Documentation,2022,"IEEE International Conference on Software Analysis, Evolution, and Reengineering",10.1109/saner53432.2022.00069,Snowball,Maintenance,Image captioning for software documentation,Deep Learning / Neural Network,General,Context-driven,Full-interface,Accuracy metrics,Scalability to large and diverse application corpora; Limited ground truth data for evaluation,Snowball from 2552; 2464
S030,NaviDroid: A Tool for Guiding Manual Android Testing via Hint Moves,2022,2022 IEEE/ACM 44th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion),10.1145/3510454.3516848,Snowball,Testing,Visual hint-based Android testing,Deep Learning / Neural Network,Mobile,Context-driven,Full-interface,Accuracy metrics,Requires large labeled training data; Device and OS fragmentation,Snowball from 2443; 2805
S031,GUI Test Transfer from Web to Android,2022,International Conference on Information Control Systems & Technologies,10.1109/icst53961.2022.00011,Snowball,Testing,GUI test transfer web-to-Android,Template Matching / Feature Matching; Deep Learning / Neural Network,Mobile; Web,Context-driven,Full-interface,Accuracy metrics,"Requires large labeled training data; Sensitivity to resolution, scale, and visual changes; High false positive rate with similar-looking widgets",Snowball from 2719; 2805
S033,AccessiText: automated detection of text accessibility issues in Android apps,2022,ESEC/SIGSOFT FSE,10.1145/3540250.3549118,Snowball,Testing,Text accessibility issue detection,OCR; Deep Learning / Neural Network,Mobile,Context-driven,Full-interface,Accuracy metrics,"Low accuracy on stylized fonts, icons with embedded text; Language and locale variability; Diverse accessibility needs across user populations",Snowball from 2778; 2805
S034,Spotlight: Mobile UI Understanding using Vision-Language Models with a Focus,2022,International Conference on Learning Representations,10.48550/arxiv.2209.14927,Snowball,Maintenance,Mobile UI understanding via VLM,Deep Learning / Neural Network,Mobile,Context-driven,Full-interface,Accuracy metrics,Device fragmentation across manufacturers and OS versions,Snowball from 2464; 1786
S038,How Should I Improve the UI of My App?,2021,ACM Transactions on Software Engineering and Methodology,10.1145/3447808,Snowball,Design,UI improvement recommendation,Deep Learning / Neural Network,Mobile,Context-driven,Full-interface,Accuracy metrics,Device fragmentation across manufacturers and OS versions,Snowball from 2649; 2464
S039,Semantic Web Accessibility Testing via Hierarchical Visual Analysis,2021,International Conference on Software Engineering,10.1109/icse43902.2021.00143,Snowball,Testing,Web accessibility testing via CV,Deep Learning / Neural Network,Web,Context-driven,Full-interface,Accuracy metrics,Requires large labeled training data; Diverse accessibility needs across user populations; False negatives for non-obvious accessibility violations,Snowball from 2746; 2365
S041,VINS: Visual Search for Mobile User Interface Design,2021,International Conference on Human Factors in Computing Systems,10.1145/3411764.3445762,Snowball,Design,Visual UI design search,Representation Learning / Embedding,Mobile,Context-driven,Full-interface,Accuracy metrics,Device fragmentation across manufacturers and OS versions,Snowball from 2685; 2464
S042,Data-driven accessibility repair revisited: on the effectiveness of generating labels for icons in Android apps,2021,ESEC/SIGSOFT FSE,10.1145/3468264.3468604,Snowball,Testing,Icon label generation for accessibility,Deep Learning / Neural Network,Mobile,Context-driven; Robustness,Localized,Accuracy metrics,Requires large labeled training data; Diverse accessibility needs across user populations; False negatives for non-obvious accessibility violations,Snowball from 2365; 1786
S043,Mobile App Crowdsourced Test Report Consistency Detection via Deep Image-and-Text Fusion Understanding,2021,IEEE Transactions on Software Engineering,10.1109/tse.2023.3285787,Snowball,Testing,Test report consistency detection,Deep Learning / Neural Network; Other: Text+image fusion,Mobile,Context-driven,Full-interface,Accuracy metrics,Requires large labeled training data; Device and OS fragmentation,Snowball from 397; 2805
S044,Screen Parsing: Towards Reverse Engineering of UI Models from Screenshots,2021,ACM Symposium on User Interface Software and Technology,10.1145/3472749.3474763,Snowball,Maintenance,UI model reverse engineering from screenshots,Deep Learning / Neural Network,General,Context-driven,Full-interface,Accuracy metrics,Scalability to large and diverse application corpora; Limited ground truth data for evaluation,Snowball from 2523; 2290
S045,Code generation from a graphical user interface via attention-based encoder–decoder model,2021,Multimedia Systems,10.1007/s00530-021-00804-7,Snowball,Development,GUI-to-code via encoder-decoder,Deep Learning / Neural Network,General,Context-driven,Full-interface,Accuracy metrics,Handling complex layout hierarchies and custom widgets; Generated code quality and maintainability,Snowball from 2523; 2290
S049,"“From lost to found: Discover missing ui design semantics through recovering missing tags,”",2020,Proceedings of the ACM on Human-Computer Interaction,,Snowball,Maintenance,UI semantic recovery,Deep Learning / Neural Network,General,Context-driven,Full-interface,Accuracy metrics,Scalability to large and diverse application corpora; Limited ground truth data for evaluation,Snowball from 2892; 2552
S053,Deep learning-based prototyping of android GUI from hand-drawn mockups,2020,IET Software,10.1049/iet-sen.2019.0378,Snowball,Development,Sketch-to-GUI DL prototyping,Deep Learning / Neural Network,Mobile,Context-driven,Natural input,Accuracy metrics,Device fragmentation across manufacturers and OS versions,Snowball from 2523; 2805
S122,PSDoodle: Fast App Screen Search via Partial Screen Doodle,2022,International Conference on Mobile Software Engineering and Systems,10.1145/3524613.3527816,Snowball,Design,Doodle-based app screen search,Deep Learning / Neural Network,Mobile,Context-driven,Natural input,Accuracy metrics,Device fragmentation across manufacturers and OS versions,Snowball from 2464
S139,Understanding Screen Relationships from Screenshots of Smartphone Applications,2022,International Conference on Intelligent User Interfaces,10.1145/3490099.3511109,Snowball,Maintenance,Screen relationship understanding,Deep Learning / Neural Network,Mobile,Context-driven,Full-interface,Accuracy metrics,Device fragmentation across manufacturers and OS versions,Snowball from 2805
S140,GUI Element Detection from Mobile UI Images Using YOLOv5,2022,International Conference on Mobile Web Information Systems,10.1007/978-3-031-14391-5_3,Snowball,Testing,GUI element detection with YOLOv5,Deep Learning / Neural Network,Mobile; Web,Context-driven,Localized; Full-interface,Accuracy metrics,Device fragmentation across manufacturers and OS versions; Dynamic web content and cross-browser rendering differences,Snowball from 2805
S160,Mobile Application GUI Similarity Comparison Based on Perceptual Hash for Automated Robot Testing,2021,International Conference on Applied Algorithms,10.1109/icaa53760.2021.00052,Snowball,Testing,GUI similarity comparison,Image Differencing,Mobile,Context-driven,Full-interface,Accuracy metrics,"Distinguishing meaningful visual changes from cosmetic ones; Dynamic content (ads, animations) causes false positives; Device and OS fragmentation",Snowball from 397
S161,image2emmet: Automatic code generation from web user interface image,2021,J. Softw. Evol. Process.,10.1002/smr.2369,Snowball,Development,Web UI image to code generation,Deep Learning / Neural Network,Web,Context-driven,Full-interface,Accuracy metrics,Handling complex layout hierarchies and custom widgets; Generated code quality and maintainability; Dynamic web content and cross-browser rendering differences,Snowball from 2523
S170,Feature Matching-based Approaches to Improve the Robustness of Android Visual GUI Testing,2021,ACM Transactions on Software Engineering and Methodology,10.1145/3477427,Snowball,Testing,Feature matching for Android test robustness,Template Matching / Feature Matching,Mobile,Context-driven; Robustness,Full-interface,Accuracy metrics,"Sensitivity to resolution, scale, and visual changes; High false positive rate with similar-looking widgets; Device and OS fragmentation",Snowball from 2805
S173,GUI Widget Detection and Intent Generation via Image Understanding,2021,IEEE Access,10.1109/access.2021.3131753,Snowball,Testing,GUI widget detection and intent generation,Deep Learning / Neural Network,General,Context-driven,Localized; Full-interface,Accuracy metrics,Scalability to large and diverse application corpora; Limited ground truth data for evaluation,Snowball from 2805
S203,Automating GUI Testing with Image-Based Deep Reinforcement Learning,2020,International Conference on Autonomic Computing and Self-Organizing Systems,10.1109/acsos49614.2020.00038,Snowball,Testing,Image-based DRL GUI testing,Deep Learning / Neural Network,General,Context-driven,Full-interface,Accuracy metrics,Requires large labeled training data,Snowball from 2805
